kidgartn_nm,sido_nm,signgu_nm,kidgartn_type_div_nm,refine_road_nm_addr,refine_zipno,kidgartn_telno,kidgartn_faxno,nrsryrm_cnt,playgrnd_cnt,cctv_instl_cnt,chldcare_schlstaf_cnt,fnop_cnt,atndskl_vehcle_opr_yn,hmpg_addr,wgs84_lat,wgs84_logt,dat_crtr_ymd
참빛키즈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 146 205동 101호(관양동, 한가람삼성2단지아파트)",14049,031-342-3386,--,4,1,4,8,19,N,,37.39981214,126.955536,20250725
평촌영아어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 53 711동 101호(평촌동, 초원마을부영7단지아파트)",14068,031-382-1448,031-382-1448,3,0,3,6,13,N,,37.39186204,126.9648548,20250725
무지개어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관악대로263번길 60-20 ,13935,031-382-3004,031-382-3004,4,0,4,0,39,Y,,37.40480142,126.9525955,20250725
로뎀어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 146 207동 105호(관양동, 한가람삼성2단지아파트)",14049,031-382-2452,--,3,0,0,0,13,Y,,37.39981214,126.955536,20250725
토마토어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로 43 114동 105호(비산동, 그린빌주공아파트)",13916,031-465-2555,--,3,0,0,0,11,N,,37.403835,126.932526,20250725
노래하는나무어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로 480 삼익아파트 101-112 (시설전용) (호계동),14124,031-429-2896,031-429-2896,4,0,4,0,19,Y,http://cafe.daum.net/play2037,37.36583419,126.9589289,20250725
이야기숲어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 72 611동 109호(비산동, 샛별마을한양4차6단지아파트)",14046,031-382-5217,--,2,0,0,0,9,N,,37.39593,126.95104,20250725
하람어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 흥안대로 390 평촌교육문화센터 아가페 1층,14064,031-424-6322,031-421-6322,5,2,8,11,84,Y,,37.38925976,126.9741628,20250725
숲속이삭어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로665번길 66 ,14081,031-458-5552,031-445-5553,12,2,25,28,184,Y,,37.37939184,126.9520095,20250725
동그라미어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 430 116동 101호 (호계동, 호계e편한세상아파트)",14126,070-8770-6582,--,4,0,0,0,20,N,d,37.36299012,126.9628163,20250725
엄마더하기어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 석수로 40 3동 105호(석수2동, 럭키아파트)",13970,031-472-8883,--,4,0,4,6,19,N,,37.40899158,126.909249,20250725
초록아이어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 245 124동 101호(안양1동, 진흥아파트)",,070-4670-5217,--,5,0,0,0,20,N,,37.39694025,126.9311278,20250725
현대사랑샘어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 안양로532번길 12 106동 102호,13963,031-342-1099,--,4,0,4,10,20,N,,37.41678968,126.9078975,20250725
수자인어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로 79 103동 101호(석수2동, 한양수자인아파트)",13903,031-474-4888,031-474-4888,3,0,4,0,18,N,,37.43099908,126.9018554,20250725
해마루어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로13번길 86 (안양동),14096,031-466-8333,031-443-8333,1,0,5,0,30,Y,,37.37699018,126.9393486,20250725
키즈숲어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 장내로89번길 40 (안양동),14002,031-469-0737,031-468-6436,4,0,7,0,36,N,,37.39823031,126.9184997,20250725
아침누리어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로147번길 22 (안양동),14092,031-469-8004,070-7596-2158,6,2,9,18,73,Y,,37.38707506,126.9294736,20250725
꿈이있는사과나무어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 수리산로18번길 53-6 ,14092,031-443-8815,031-465-0268,11,1,19,24,130,Y,,37.38543746,126.9304274,20250725
임마누엘어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 학의로 168 공작럭키아파트단지내 1587번지임마누엘어린이집,14050,031-384-2575,031-384-2575,3,1,4,0,58,N,,37.40060897,126.9576111,20250725
예은어린이집,경기도,안양시동안구,민간,경기 안양시 동안구 호계2동 934-13호 ,,031-455-9246,031-455-9246,0,0,0,0,27, ,,,,20250725
꼬마천사어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관양로 269-5 ,13951,031-423-4854,031-423-4854,4,1,5,0,24,Y,,37.39867567,126.9743453,20250725
벧엘어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 삼덕로37번길 9 (안양동),,031-443-5272,031-466-4136,4,1,8,0,89,Y,,37.39266839,126.9212946,20250725
색동어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 태평로8번길 44 (안양동),,031-443-1493,031-443-1503,4,0,0,0,53, ,***********************,37.39323545,126.9353455,20250725
베이비사랑어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 소곡로20번길 7 106동 103호(안양동, 한솔아파트)",14033,031-466-3153,--,3,0,4,10,19,N,,37.39154774,126.9288567,20250725
햇님아이어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 311 114동 101호(안양동, 삼성래미안아파트)",13994,031-464-0808,031-464-0808,4,0,4,8,20,Y,,37.40284503,126.9237406,20250725
현대몬테소리어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 창박로 17 201동 106호(안양동, 수리산현대아파트)",14025,031-342-5050,--,3,0,3,0,12,Y,,37.38488554,126.9046836,20250725
예쁜참사랑어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 311 101동 101호(안양동, 삼성래미안아파트)",13994,031-464-8420,--,2,0,3,0,12,N,,37.40221652,126.9241214,20250725
아기천사어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 현충로12번길 3 396-6 아기천사어린이집,14032,031-445-5100,031-472-3478,3,0,0,0,12,N,,37.39277109,126.9292232,20250725
까사데 밤비니몬테소리어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼봉로 35 3동 101호(박달동, 극동아파트)",14017,031-444-4034,031-444-4034,4,0,4,0,20,Y,,37.39996923,126.9027406,20250725
베이비키즈원어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 289 103동 104호(안양동, 주공뜨란채아파트)",13994,031-443-1030,031-349-6301,3,0,0,0,20,N,,37.40029087,126.9257968,20250725
초록나라어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼막로 12 104동 105호(석수동, 주공그린빌아파트)",13909,031-344-3030,031-472-9616,3,0,4,11,20,N,,37.42064029,126.9103382,20250725
리틀예은 어린이집,경기도,안양시만안구,가정,경기 안양시 만안구 안양7동 144-9 영화 아파트 102호 ,,031-469-4928,031-385-3510,2,0,0,0,13, ,,,,20250725
아이들어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 111동 103호(석수동, 석수대림)",13961,031-471-8790,--,4,0,4,9,19,N,,37.41487518,126.9140412,20250725
현대해오름어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로532번길 12 104동 103호(석수동, 현대)",13963,031-341-6077,031-341-6077,3,0,4,6,20,N,,37.41678003,126.9078817,20250725
하늘꿈터어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 충훈로 51 105동 102호(석수3동, 아이파크아파트)",13973,031-471-1264,--,4,0,4,0,19,N,,37.4056846,126.9022504,20250725
아람어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 양화로71번길 24 6동 101호(안양3동, 진흥아파트)",14009,031-445-6521,--,4,0,4,0,20,Y,blog.naver.com/love3cc,37.40014143,126.9110669,20250725
꼬망어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼덕로63번길 32 601동 104호(안양5동, 수리산쌍떼빌2차 아파트)",14027,031-465-1233,031-465-1233,4,0,4,4,14,Y,,37.39340306,126.9176068,20250725
꿈쟁이어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼덕로 57 101동 111호(안양동, 냉천현대)",14027,031-443-3572,--,4,1,0,0,16,N,*****************,37.39340039,126.9189348,20250725
아기숲어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 병목안로 61 201동 101호,14003,031-441-4452,--,3,0,0,0,13,N,,37.39554581,126.9152916,20250725
하늘어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로475번길 64 (석수동),13969,031-472-0011,0504-445-9414,4,1,10,10,53,Y,,37.41066216,126.9070918,20250725
꼬마친구어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 양화로72번길 53-5 (1층),14005,031-341-8823,--,4,0,0,0,20,N,,37.39999612,126.9159371,20250725
이든샘어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 성결대학로64번길 22 (1층),14091,031-445-1041,031-445-1041,4,0,4,0,13,Y,,37.38139974,126.9279536,20250725
키즈플레이어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 안양천서로 311 111동 105호,13994,070-7574-0105,0504-479-2549,4,0,4,7,20,N,,37.40132845,126.9248896,20250725
해밀어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 206동 102호(안양동,래미안안양메가트리아)",14038,031-465-8382,--,4,0,4,13,20,N,,37.3943549,126.9364293,20250725
사랑샘어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 211동 103호(안양동,래미안안양메가트리아)",14038,031-447-1917,031-447-1917,4,0,4,7,20,N,,37.3928959,126.9357776,20250725
꿈터어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 인덕원로 29-10 ,13950,031-423-7100,031-423-7100,6,1,7,0,32,N,,37.40255955,126.973966,20250725
아이와뜰어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로544번길 75 (호계동),,031-457-7770,031-457-6770,5,0,6,0,51,Y,,37.37261217,126.961922,20250725
뿌리깊은나무어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로623번길 25-1 ,,031-429-5459,031-429-5459,8,2,7,0,74,Y,www.cafe.daum.net/uagood,37.37724491,126.9537839,20250725
임광어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 전파로115번길 22 (호계동),14040,031-452-0552,031-452-0552,7,2,7,13,68,Y,,37.39011181,126.9448421,20250725
또래어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로37번길 23 (안양동),14011,031-449-7714,031-449-7714,3,0,0,0,32,Y,다음카페안양또래어린이집,37.3965391,126.9124163,20250725
삐아제어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 임곡로 43 더포레스트힐 관리동 1층,13916,031-444-2297,031-444-2297,5,0,6,13,39,Y,,37.40601137,126.9329272,20250725
늘푸른어린이집,경기도,안양시동안구,민간,"경기도 안양시 동안구 학의로 390 75동 2호(평촌동, 인덕원푸른마을대우아파트)",14061,031-424-5677,031-424-5679,4,0,8,13,40,N,네이버카페 늘푸른어린이집,37.39474073,126.9800337,20250725
자연을 닮은 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 양화로135번길 45 106동 101호(박달동, 벽산아파트)",13983,031-445-3386,031-445-3386,3,0,4,0,18,N,,37.4028251,126.9060627,20250725
파란꿈어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 일동로 17 성원상가 202호,13934,031-384-1887,--,5,0,5,0,34,Y,,37.40675239,126.952245,20250725
정다운어린이집,경기도,안양시,국공립,경기도 안양시 만안구 안양로532번길 13-8 ,13962,031-473-0524,031-473-0525,6,2,14,15,77,N,,37.4172855,126.9077818,20250725
참사랑 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 부림로 68 602동 105호(평촌동, 초원마을한양6단지아파트)(살림겸용)",14069,031-421-0501,--,3,0,0,0,17,N,,37.39113075,126.967783,20250725
원몬테소리어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 흥안대로414번길 20 영풍아파트 101동109호 (평촌동),14064,031-425-3289,031-425-3289,3,0,4,0,19,N,,37.39074307,126.9745923,20250725
파랑꿈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 390 105동 101호(평촌동, 인덕원푸른마을대우아파트)",14061,031-426-9942,031-426-9942,4,0,4,0,19,N,*****************,37.39482883,126.9791106,20250725
목련어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로211번길 21 307동 106호(호계동, 목련마을우성3단지아파트)",14075,031-342-1164,031-342-1164,3,0,3,6,15,N,,37.38924669,126.9553743,20250725
예랑나랑어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 흥안대로414번길 39 205동 101호(평촌동  인덕원대림2차아파트),14063,031-423-7752,--,3,0,4,0,19,N,,37.39156846,126.9764074,20250725
그린나라어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 달안로 124 한가람신라아파트 단지내,14052,031-381-7779,031-381-7779,5,1,7,12,37,N,,37.39696958,126.9567918,20250725
비산꼬마숲어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 비산로16번길 83 (비산동),,031-442-7250,070-7004-0177,4,1,4,0,23,Y,www.littleforest.co.kr,37.40352312,126.9332787,20250725
꿈에그린어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로883번길 33 꿈에그린아파트관리동,13955,031-446-4300,--,3,0,4,7,25,N,club.cyworld.com/anyangdreamapt-kids ,37.39704986,126.9413926,20250725
메이플꿈나무어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 충훈로 92 코오롱하늘채아파트 관리사무소1층,13972,031-343-6399,--,6,0,8,1,16,Y,,37.40848845,126.8980642,20250725
뜨란채 또래 어린이집,경기도,안양시만안구,가정,경기 안양시 만안구 안양1동  1380 주공뜨란채아파트 102동 104호 ,13994,031-464-7235,--,3,0,0,0,20, ,,,,20250725
은행나무 어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 병목안로 176 장은한양아파트105호(안양동),14024,031-442-7942,031-442-7942,3,0,4,0,13,N,*********************,37.38826418,126.9087416,20250725
아이자람석수어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼막로 12 107동104호(석수동, 그린빌주공아파트)",13909,031-471-1486,--,3,0,4,0,19,N,,37.42130025,126.9103456,20250725
꿈꾸는두산어린이집,경기도,안양시만안구,민간,"경기도 안양시 만안구 연현로79번길 20 관리동(석수동,두산위브아파트)",13902,031-471-7710,031-8068-7140,6,5,8,12,65,Y,,37.43101672,126.901417,20250725
석수샘어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 와룡로 39 (석수동),13971,031-471-3574,031-471-3574,3,0,4,0,20,Y,,37.40777428,126.8972778,20250725
미소뜰어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 105 110동101호(석수동,석수엘지빌리지)",13903,031-472-6791,031-472-6791,3,0,4,8,20,N,,37.42612795,126.9036921,20250725
해랑어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 만안로91번길 13 103호(안양동,삼익아파트)",14033,031-472-0721,031-444-0721,3,0,4,5,14,N,,37.39093983,126.9316935,20250725
꿈의어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 박달우회로 158 (안양동),13985,031-466-1400,--,7,2,15,18,108,Y,,37.4080062,126.9120198,20250725
하울어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 성결대학로23번길 56 ,,031-341-5818,031-341-5818,4,0,4,0,16,N,http://cafe.com/naver.haulkidhome,37.38117198,126.9302889,20250725
색종이어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 덕천로127번길 121 한승미메이드101-104,14037,031-429-5851,031-429-5851,3,0,0,0,15,N,,37.39569962,126.9297376,20250725
리틀자람어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 예술공원로63번길 16 (1층),13957,031-474-4342,--,4,0,0,0,19,N,,37.41406398,126.9160475,20250725
도담어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 110 510동 106호(관양동, 한가람세경5단지아파트)",14052,031-381-8671,--,3,0,3,5,14,N,,37.39626578,126.9547438,20250725
큰꿈숲어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로79번길 12 101동 101호(호계동,엘디범계마을아파트)",14078,031-458-0908,--,3,1,4,0,19,N,********************,37.38286041,126.9489405,20250725
색종이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로707번길 52 101동 102호(호계동, 일신아파트)",14077,031-429-5851,--,3,1,0,0,10,N,,37.37667652,126.9518712,20250725
밤비니어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 35 109동 105호(호계동, 무궁화마을효성1단지아파트)",14100,031-381-0250,031-381-0250,3,2,4,6,20,N,,37.38226283,126.9546898,20250725
사임당어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 12 102동 103호(평촌동, 초원마을성원1단지아파트)",14070,031-381-2231,031-385-1597,4,0,4,6,20,N,http://www.aga24.co.kr평촌점,37.38903484,126.9633488,20250725
미래(은물)어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 390 110동 104호(평촌동, 인덕원푸른마을대우아파트)",14061,031-421-5988,031-421-5988,2,0,3,0,20,N,,37.39482883,126.9791106,20250725
이레아트빌어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 갈산로 78 (전용) (호계동),14107,031-458-1902,031-454-1902,3,0,0,0,20,Y,,37.37881964,126.9598763,20250725
우리별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 102 202동 103호(호계동, 목련마을대우선경2단지아파트)",14075,031-383-9828,--,3,0,3,0,16,N,,37.38887679,126.9539276,20250725
우리별베이비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 101 107동 104호(호계동, 목련선경아파트)",14074,031-476-9823,--,3,0,3,0,20,N,,37.38779604,126.9514104,20250725
꿈이있는어린이집,경기도,안양시,국공립,경기 안양시 만안구 석수3동 621-5 ,13972,031-472-9176,031-472-9176,6,0,0,0,92, ,www.dream2.kid,,,20250725
이화뜰어린이집,경기도,안양시,민간,경기 안양시 만안구 안양5동 618-100 ,14031,031-468-6500,031-445-1004,3,0,0,0,22, ,,,,20250725
신촌어린이집,경기도,안양시,국공립,경기도 안양시 동안구 동안로 28 신촌어린이집,14099,031-386-5858,031-386-5859,11,1,16,42,185,N,,37.38178342,126.956318,20250725
동편어린이집,경기도,안양시,국공립,경기도 안양시 동안구 동편로 120 (관양동),13928,031-425-2882,031-425-2882,4,1,8,11,52,N,https://blog.naver.com/junhsh7262,37.41128103,126.9687789,20250725
안일어린이집,경기도,안양시,국공립,경기도 안양시 만안구 장내로 170 안양1동주민센터,13995,031-449-0217,031-449-0126,4,1,6,11,45,N,,37.39910176,126.9258992,20250725
이룸어린이집,경기도,안양시,국공립,경기도 안양시 만안구 삼봉로 66 육군관사 브라운스톤아파트,14016,031-441-2002,031-441-2052,6,1,11,12,62,N,http://cafe.daum.net/eeromchild,37.39867179,126.8988219,20250725
맑은샘어린이집,경기도,안양시,직장,경기도 안양시 만안구 냉천로 134 ,14030,031-468-0022,***-***-****,5,0,13,12,49,N,,37.39274266,126.9235566,20250725
잘만커라어린이집,경기도,안양시,직장,경기도 안양시 만안구 일직로 88 .,13901,070-4941-6280,--,4,0,0,0,49, ,www.puruni.com//zm,37.42005403,126.8909485,20250725
LS어린이집,경기도,안양시,직장,경기도 안양시 동안구 엘에스로116번길 26 ,14118,070-8671-4651,070-7500-5120,4,2,17,17,69,N,,37.37283698,126.9500492,20250725
삼막어린이집,경기도,안양시,국공립,경기도 안양시 만안구 삼막로24번길 113 ,13910,031-473-5253,031-473-5253,3,2,15,10,46,N,*******************,37.42538229,126.9146118,20250725
안양법원어린이집,경기도,안양시,직장,경기도 안양시 동안구 관평로212번길 69 ,14051,031-8086-4580,031-8086-4585,5,1,16,8,55,N,,37.39721422,126.9623136,20250725
서조어린이집,경기도,안양시,직장,경기도 안양시 만안구 삼봉로 92 ,14018,031-465-9965,070-4203-9966,5,1,16,17,78,N,,37.3967923,126.8980353,20250725
꽃가람발도르프어린이집,경기도,안양시,협동,경기도 안양시 동안구 동편로68번길 12 1층,13928,031-425-1833,--,3,0,0,4,20,N,,37.41012167,126.9734964,20250725
만안구청어린이집,경기도,안양시,직장,경기도 안양시 만안구 냉천로 39 ,14091,031-465-2017,031-466-2017,5,1,16,12,42,N,,37.38473664,126.9271577,20250725
작은둥지발도르프어린이집,경기도,안양시,협동,경기도 안양시 동안구 관악대로287번길 76-9 1층,13933,031-384-6218,--,2,0,0,3,17,N,,37.406454,126.9553146,20250725
평촌더샵아이파크어린이집,경기도,안양시,국공립,경기도 안양시 동안구 경수대로610번길 36 평촌더샵아이파크아파트 관리동,14109,031-427-7177,031-427-7178,6,2,14,17,76,N,https://cafe.naver.com/pti7177,37.37640809,126.9578869,20250725
평촌어바인퍼스트큰솔어린이집,경기도,안양시,국공립,경기도 안양시 동안구 경수대로 581 평촌어바인퍼스트아파트 1단지,14116,031-456-0117,031-456-0117,5,1,11,13,67,N,,37.37264129,126.9564439,20250725
명지어린이집,경기도,안양시,협동,경기도 안양시 만안구 석수로166번길 27 ,13975,070-8875-0316,031-471-0218,8,2,0,8,49,Y,,37.40555529,126.8975001,20250725
평촌자이아이파크 숲속애어린이집,경기도,안양시,국공립,경기도 안양시 동안구 비산로 22 평촌자이아이파크 아파트,13924,031-447-2022,031-447-2023,5,1,11,20,66,N,,37.40245686,126.9337392,20250725
꿈내리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 120 306동 101호(관양동, 한가람한양아파트)",14049,031-383-3510,031-388-3510,3,3,4,6,19,N,꿈내리어린이집,37.39924272,126.953094,20250725
우리들 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로404번길 24 101호 (관양동,남광아파트)",13947,031-422-2644,--,4,0,4,0,20,N,,37.40346702,126.9674133,20250725
아뜰어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 462 207동 102호(호계동, 호계현대홈타운2차아파트)",14125,031-344-6192,031-344-6192,3,0,4,0,20,N,,37.36500894,126.9596769,20250725
키즈서머힐어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 20 132동 101호(비산동, 관악아파트)",14044,031-388-6400,031-388-6400,3,0,0,0,20,N,,37.39481088,126.943222,20250725
아기꿈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로98번길 13 101동 101호(호계동, 흥화브라운빌아파트)",14081,031-349-0088,--,3,0,4,9,14,N,,37.38179366,126.951213,20250725
스마일어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 20 133동 103호(비산동, 관악타운)",14044,031-426-2340,031-426-7790,4,0,0,0,20,N,,37.39545957,126.9415056,20250725
유림어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 달안로 61 한양샛별아파트 104동 112호 (전용) (비산동),14043,031-382-7432,031-382-7432,2,2,2,5,11,N,,37.39692064,126.9484058,20250725
꿈과사랑의하은어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 462 216동 104호(호계동, 호계현대홈타운2차아파트)",14125,031-457-1854,031-457-1854,4,0,4,7,20,N,,37.36516789,126.9605208,20250725
키즈아이와뜰어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로544번길 82-1 (전용) (호계동),,031-457-7776,031-457-6770,3,0,0,0,9,N,,37.37243167,126.962402,20250725
아이별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 430 108동 103호(호계동, 호계대림E편한세상아파트)",14126,031-459-1157,031-459-1157,4,0,4,9,20,Y,,37.36741359,126.9588077,20250725
청포도어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로609번길 26 HHI브라운빌아파트 201동 107호(호계동),14114,031-455-7940,031-427-0050,3,0,4,0,20,N,,37.37628127,126.9536359,20250725
숲속친구어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 61 102동 102호(비산동, 샛별마을한양4차1단지아파트)",14043,031-381-7974,031-381-7974,2,0,2,0,9,N,,37.396515,126.94896,20250725
누리봄어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 268 18동 109호 시설전용 (비산동,뉴타운아파트)",13919,031-342-8101,--,3,1,0,0,13,N,,37.40079143,126.9457708,20250725
센텀숲어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 갈산로 15 센텀퍼스트 110동 104호,14111,031-429-2909,--,4,0,4,6,18,N,kcs2908,37.3733587,126.9595341,20250725
엄마뽀뽀어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 갈산로 15 센텀퍼스트 120동 102호,14111,070-4038-5705,--,4,0,4,6,18,N,,37.37443072,126.9589436,20250725
아이자람어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 부림로 48 504동 103호(평촌동, 초원마을LG5단지아파트)",14069,031-422-7995,031-422-7995,3,0,4,8,19,N,www.cyword.com/thinktree2,37.38925695,126.9685529,20250725
해피트리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로360번길 29-10 101동 103호(관양동, 신일해피트리)",13946,031-341-2644,--,3,0,0,0,19,N,,37.40244362,126.963669,20250725
마미수어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로539번길 26-6 ,,031-452-7772,--,6,0,7,0,30,Y,,37.37087796,126.9563291,20250725
해맑음어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로172번길 22 307동 102호(호계동, 경남아파트)",14099,031-382-5156,031-382-5156,3,0,4,7,20,N,,37.38359816,126.9575893,20250725
연현어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로1번길 76 403동 102호(석수동, 석수엘지빌리지)",13903,031-471-5325,031-471-3204,3,1,4,7,19,N,http://cafe.daum.net/anyangchildcare,37.427013,126.901436,20250725
아띠 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 245 121동 103호(안양동, 진흥)",,031-441-2475,031-441-2475,3,0,0,0,16,N,,37.39830596,126.9277948,20250725
꼬마친구어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 양화로72번길 53-5 (1층),14005,031-341-8823,--,4,0,8,0,20,N,http://cafe.daum.net/ccomap,37.39999612,126.9159371,20250725
해와솔어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 양화로147번길 7 101동 106호(박달동, 동원베네스트)",13980,031-441-3116,0504-180-5867,3,0,4,8,20,Y,blog.naver.com/mjk4888,37.40502495,126.9082783,20250725
임마누엘가정어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 289 103동 104호(안양1동, 주공뜨란채아파트)",13994,031-447-9910,031-443-9910,3,0,4,13,20,N,,37.40049375,126.9271989,20250725
세라어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 예술공원로92번길 13 B동 103호(안양동, 삼영1차아파트)",,031-349-6070,031-471-9996,3,0,0,0,11,N,,37.4165496,126.9184928,20250725
해맑은어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 삼덕로63번길 7 다해그린힐 101호 해맑은 어린이집,14027,031-443-5429,031-443-5429,3,0,0,0,19,Y,,37.40411946,126.9158263,20250725
꿈별어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 57 301동 103호(석수동, 석수LG빌리지아파트)",13903,031-472-4603,031-472-4603,3,0,4,0,18,N,http://cafe.naver.com/dream7star,37.429848,126.901024,20250725
동화속어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로545번길 66-10 102호(안양동, 공원아파트)",13988,031-447-9363,--,3,0,4,6,19,N,,37.4055579,126.913411,20250725
